names,scores,logfoldchanges,pvals,pvals_adj,Cell_Type
PLOD3,5.1313386,0.5290048,2.8768876989302793e-07,6.8754396035196895e-06,CMS3
NDUFA9,5.130313,0.6435344,2.8926096255229373e-07,6.895085448384083e-06,CMS3
XPOT,5.125095,0.7637942,2.9738796006571917e-07,7.055614840283175e-06,CMS3
CNOT4,5.12505,0.5975871,2.974583628842862e-07,7.055614840283175e-06,CMS3
NR2F2,5.1176023,0.62565494,3.0944416767942855e-07,7.30399292357855e-06,CMS3
CTR9,5.116242,0.5697741,3.116829780181827e-07,7.344855063428478e-06,CMS3
AGO2,5.1123176,0.5532179,3.1823050038861556e-07,7.486954650606306e-06,CMS3
ANO1,5.108772,1.2094662,3.2425961033836905e-07,7.616416074652374e-06,CMS3
VKORC1,5.106653,0.9523667,3.2791437854303243e-07,7.689778189852734e-06,CMS3
CTSE,5.1060066,2.0426917,3.290379451260784e-07,7.691195521856589e-06,CMS3
IDH3G,5.1060066,0.50722444,3.290379451260784e-07,7.691195521856589e-06,CMS3
TFCP2L1,5.102283,0.9772854,3.3558082023579333e-07,7.831482077405957e-06,CMS3
CSAG1,5.0895724,24.066462,3.588721494058923e-07,8.348104710215202e-06,CMS3
PPP2CB,5.088078,0.7357269,3.6171026195683057e-07,8.400619229941221e-06,CMS3
UNC93B1,5.086584,0.6628848,3.6457003156264655e-07,8.453467606858867e-06,CMS3
GTF2F1,5.0773077,0.5556806,3.828207145549593e-07,8.83418328372521e-06,CMS3
EFNA3,5.0749884,1.482068,3.875193491453675e-07,8.928371756025992e-06,CMS3
LYPD3,5.0704618,4.4411902,3.968515608241908e-07,9.114357513595583e-06,CMS3
PFDN4,5.0672507,0.7915865,4.036025382593998e-07,9.240071402017809e-06,CMS3
C1orf116,5.039332,1.0119114,4.67159242594954e-07,1.0644609576545494e-05,CMS3
PARM1,5.0375037,0.6754132,4.7164277306416937e-07,1.0713028702457563e-05,CMS3
ADSS,5.034248,0.5633447,4.79728581702525e-07,1.0845613826021615e-05,CMS3
TMEM33,5.025663,0.5604713,5.016970499739013e-07,1.1289353990781303e-05,CMS3
PSENEN,5.022853,0.68781924,5.090951392950666e-07,1.1420306310791192e-05,CMS3
SSBP4,5.0222955,1.118465,5.105754698340012e-07,1.1435784013975484e-05,CMS3
LY6E,5.020913,1.0453125,5.142646235286645e-07,1.1500610259406873e-05,CMS3
LGALSL,5.0204225,1.6857563,5.155798463443997e-07,1.1512229624625184e-05,CMS3
DIS3,5.018683,0.59621686,5.20269095611317e-07,1.1599034737134276e-05,CMS3
NTMT1,5.010923,0.7414137,5.416961413492449e-07,1.2039633593213864e-05,CMS3
KLF16,5.0078454,1.0908157,5.504265583920064e-07,1.2194493194148345e-05,CMS3
CSRNP1,5.0048127,0.5969238,5.591630878012589e-07,1.2351955293734983e-05,CMS3
CCNG2,5.001869,0.9456903,5.677704200752616e-07,1.2465963896917997e-05,CMS3
MYDGF,4.9974766,0.59312814,5.808542025675895e-07,1.2733908268106747e-05,CMS3
SRP19,4.993931,0.53665465,5.916257087991273e-07,1.2950427202140048e-05,CMS3
PRKCD,4.992437,0.6996907,5.962220816628859e-07,1.3011670135113569e-05,CMS3
RNF19B,4.988802,0.5006438,6.075484929410648e-07,1.3238884253560642e-05,CMS3
CDC34,4.9836287,0.5429868,6.240278310885183e-07,1.3557145177206862e-05,CMS3
LGR4,4.982915,0.53576976,6.263343798438783e-07,1.3586854785548838e-05,CMS3
COL16A1,4.982224,0.96211344,6.285766835137867e-07,1.360884331424035e-05,CMS3
TNFRSF11B,4.9820232,1.5650144,6.292291227608538e-07,1.360884331424035e-05,CMS3
YOD1,4.9771175,1.0979594,6.45382141250806e-07,1.3895884228806418e-05,CMS3
C1orf35,4.9758463,0.5225646,6.496319871933637e-07,1.3926825908020407e-05,CMS3
AIMP2,4.964139,1.3492435,6.900645374404052e-07,1.4726465770243693e-05,CMS3
EMP1,4.9611955,1.1677767,7.006057419980325e-07,1.4929402770205499e-05,CMS3
AQP3,4.956089,1.3683321,7.192622618664333e-07,1.5228888927690638e-05,CMS3
TMEM263,4.955331,0.51928204,7.220727137701491e-07,1.52520731321756e-05,CMS3
GTPBP6,4.95406,0.8312738,7.268081065388995e-07,1.532971792057046e-05,CMS3
SLC2A1,4.951228,0.62169105,7.37466730852637e-07,1.5509311233585474e-05,CMS3
MRPL4,4.9483957,0.5017406,7.482758617143491e-07,1.5691019482818722e-05,CMS3
PLAC8,4.9478607,0.836152,7.503356072260385e-07,1.571144124595304e-05,CMS3
DDAH1,4.9412823,0.5182817,7.761037451779204e-07,1.620410546750264e-05,CMS3
PCK2,4.934771,0.71985525,8.024481562702006e-07,1.6705931472048246e-05,CMS3
IGHG4,4.933634,3.746502,8.071369023467457e-07,1.675532832145633e-05,CMS3
CDC42EP5,4.9308686,0.53698224,8.186473246334232e-07,1.696992570217908e-05,CMS3
TMEM120B,4.930557,0.5615966,8.199567771731857e-07,1.6972753374705044e-05,CMS3
CREB3L2,4.9293523,0.63273,8.250264445961804e-07,1.702896951050233e-05,CMS3
SEC11C,4.917712,0.62446064,8.756151812862626e-07,1.791976811602678e-05,CMS3
STX16,4.914189,0.5777723,8.915075230061098e-07,1.8180328471616706e-05,CMS3
DGKD,4.9140553,0.5138145,8.921164707200124e-07,1.8180328471616706e-05,CMS3
ZFP91,4.909127,1.079288,9.148272118548794e-07,1.859077939371945e-05,CMS3
SPRY2,4.9023256,0.84389335,9.470861739254171e-07,1.921934060382449e-05,CMS3
PUS1,4.895948,0.83055466,9.783285263711454e-07,1.9825539843227034e-05,CMS3
HSD11B2,4.8886786,0.57371676,1.015150618091263e-06,2.0514265772573302e-05,CMS3
C12orf75,4.8870506,0.58609635,1.023576992310947e-06,2.0652634306366378e-05,CMS3
VOPP1,4.8858914,0.6626187,1.0296203565877883e-06,2.071985666129167e-05,CMS3
CTNNBIP1,4.883394,0.68518937,1.0427536972028215e-06,2.092594070017701e-05,CMS3
MXRA7,4.8818774,1.7717558,1.0508060174569784e-06,2.1058327239037426e-05,CMS3
FBXL3,4.8699026,0.87601835,1.1165322202451496e-06,2.2252210323315523e-05,CMS3
IL2RG,4.8691893,0.9619886,1.1205712844481297e-06,2.2301988878514426e-05,CMS3
VARS,4.858619,0.81879216,1.1820718299540694e-06,2.3269928309667252e-05,CMS3
TM9SF3,4.8569694,0.59933263,1.1919615973149892e-06,2.34009394186575e-05,CMS3
RUNX3,4.8524423,2.5562403,1.2195020644318566e-06,2.3909180718515627e-05,CMS3
MRPL32,4.849276,0.5334356,1.2391296196775907e-06,2.4228333063669e-05,CMS3
OTUD1,4.8462653,0.83073795,1.2580711727846512e-06,2.450762809968295e-05,CMS3
COMMD7,4.834759,0.9349728,1.333069514117003e-06,2.5820860508378735e-05,CMS3
ZBTB7B,4.82856,0.6876221,1.375239352284557e-06,2.6566539637123167e-05,CMS3
CPE,4.824903,2.7990985,1.4007150781936523e-06,2.695072668402122e-05,CMS3
ZC3H13,4.8235874,0.5793463,1.4099906493080878e-06,2.7093166938696844e-05,CMS3
AIP,4.805034,0.66652447,1.5472499399564476e-06,2.937947425358247e-05,CMS3
METRNL,4.802492,0.85618675,1.5670295007700026e-06,2.971605484487702e-05,CMS3
UBR5,4.799794,0.560029,1.5882894534633123e-06,3.0040470721778648e-05,CMS3
SLC2A10,4.796984,1.6336927,1.6107225051609565e-06,3.0345760321840987e-05,CMS3
KDELR2,4.7937284,0.8780351,1.6370973318240755e-06,3.080255044754558e-05,CMS3
RAP1A,4.763357,0.53664804,1.9039850594290516e-06,3.5049312754298916e-05,CMS3
B4GALNT3,4.7577376,0.8406566,1.957747083074208e-06,3.599319256035669e-05,CMS3
CPNE3,4.7542143,0.5685882,1.9921956565458116e-06,3.644131346973622e-05,CMS3
PYGL,4.7473464,1.5140144,2.061029859394903e-06,3.760534809027094e-05,CMS3
P3H2,4.746365,1.1996099,2.0710478904825843e-06,3.7740543989159336e-05,CMS3
FOXA2,4.731335,0.5898929,2.2304765666055e-06,4.0442061957662874e-05,CMS3
SPATA2,4.706271,0.8462311,2.5228900918250658e-06,4.5066292269897376e-05,CMS3
SRPX2,4.7056913,3.3624349,2.5300714081398983e-06,4.51388448882567e-05,CMS3
CXCL8,4.7048216,0.96315944,2.5408801847360875e-06,4.5274565601663955e-05,CMS3
DUSP27,4.7009864,3.269589,2.589080724698271e-06,4.6021386984839415e-05,CMS3
DCAF13,4.69947,0.811818,2.6083777986340575e-06,4.6152790120062254e-05,CMS3
YIPF2,4.6994476,0.5633198,2.6086626064791485e-06,4.6152790120062254e-05,CMS3
ARPC1B,4.699403,0.5327362,2.609232311715455e-06,4.6152790120062254e-05,CMS3
CDK2AP1,4.6940513,0.7734498,2.678470811489987e-06,4.7261944111522705e-05,CMS3
PLEKHG6,4.6773934,0.77936095,2.905442614944076e-06,5.083294945057538e-05,CMS3
C12orf49,4.676881,0.8712215,2.912715868959075e-06,5.0837256825052905e-05,CMS3
HPGD,4.6759443,1.0188345,2.92604256301189e-06,5.1008325113516915e-05,CMS3
RALA,4.6756096,0.6995392,2.9308162587832677e-06,5.1030060707984474e-05,CMS3
HES2,4.6746955,1.2349913,2.9439025152073577e-06,5.1196304678527954e-05,CMS3
TIMM44,4.672733,0.8919028,2.972179639558685e-06,5.16260110501496e-05,CMS3
TSR3,4.671685,0.6792257,2.9873887599592538e-06,5.1827971184472954e-05,CMS3
GID8,4.6698117,0.59062165,3.0147571778146957e-06,5.224014563568962e-05,CMS3
KRT23,4.668496,3.5211751,3.0341238673976876e-06,5.247857182861303e-05,CMS3
TGS1,4.6683846,0.578356,3.0357705868096695e-06,5.247857182861303e-05,CMS3
TPD52L2,4.666534,0.76554084,3.063231694985946e-06,5.28900947431404e-05,CMS3
ST6GALNAC4,4.6563654,2.3741658,3.21840474960614e-06,5.5305342425238995e-05,CMS3
ZCRB1,4.653645,0.6320088,3.2611819859138863e-06,5.5973952733319125e-05,CMS3
EPB41L4A-AS1,4.6493635,0.5528264,3.3296098936195166e-06,5.701316633228495e-05,CMS3
YAF2,4.646286,0.60995805,3.379640716122617e-06,5.77706383775218e-05,CMS3
DACH1,4.6419826,0.823834,3.450821976912207e-06,5.887964998106453e-05,CMS3
NAB1,4.6314125,0.75321466,3.631792843377149e-06,6.174901369074497e-05,CMS3
TICAM1,4.6305428,0.5713574,3.647081329291062e-06,6.193617341961546e-05,CMS3
PKN1,4.6205754,1.1830826,3.8267761489865094e-06,6.491163434898687e-05,CMS3
PEX16,4.6114993,0.85649896,3.997747835743941e-06,6.757408111609706e-05,CMS3
RPS10,4.606817,0.57767576,4.088803643409149e-06,6.879174408893833e-05,CMS3
LYN,4.6050105,0.93036056,4.12445359457101e-06,6.923053255202779e-05,CMS3
IFI16,4.603561,0.9266983,4.153276813906088e-06,6.963355993094692e-05,CMS3
FAM3C,4.6030703,0.7303435,4.163076013085953e-06,6.971706809414428e-05,CMS3
GRINA,4.5904937,0.67580986,4.421991091636993e-06,7.322917661891539e-05,CMS3
CC2D1A,4.586792,0.52691656,4.5010895597069726e-06,7.400711913568203e-05,CMS3
MPC2,4.586792,0.53643966,4.5010895597069726e-06,7.400711913568203e-05,CMS3
UCKL1,4.583291,0.5199979,4.577145490311502e-06,7.491710192230443e-05,CMS3
SPAG1,4.580325,0.809577,4.642536802183144e-06,7.590154236247223e-05,CMS3
ARNTL2,4.579701,1.632154,4.656416968169834e-06,7.604254753098118e-05,CMS3
VAMP5,4.561661,2.064771,5.07506177693523e-06,8.213766090657253e-05,CMS3
C1GALT1C1,4.560122,0.8466874,5.112390339217734e-06,8.264935845602391e-05,CMS3
RNF11,4.556376,0.6359239,5.204379829254058e-06,8.377103735061591e-05,CMS3
RHBDF1,4.5563536,0.68389726,5.204932101610595e-06,8.377103735061591e-05,CMS3
PMF1,4.5490394,0.6053288,5.3891373555706544e-06,8.625600486476969e-05,CMS3
SLC27A5,4.547144,1.0493988,5.43788226970268e-06,8.69400205086498e-05,CMS3
DNAJC5,4.5423274,0.91449535,5.563658198040047e-06,8.855948346253183e-05,CMS3
IGF2BP3,4.5402756,2.5837283,5.618070902899117e-06,8.932732735609596e-05,CMS3
LRRC75A,4.5386257,1.4188212,5.66220693293292e-06,8.98316580182088e-05,CMS3
SMIM20,4.536128,0.61715806,5.7296392904583085e-06,9.062582920093499e-05,CMS3
PSMB2,4.532672,0.64555335,5.824229971845226e-06,9.149922200068248e-05,CMS3
PSMD10,4.527543,0.6482452,5.967349474171977e-06,9.358398771309462e-05,CMS3
MRGBP,4.5242424,1.1399289,6.061216941003453e-06,9.433063295837168e-05,CMS3
HOXB13,4.508878,1.5481613,6.517123509578551e-06,0.00010095959321208998,CMS3
ARHGDIB,4.504597,1.0176902,6.649902097583105e-06,0.00010257722116197222,CMS3
SNRPF,4.5016756,0.55673105,6.74197685044285e-06,0.00010377623728623147,CMS3
MINOS1,4.492645,0.7140231,7.0344119428368485e-06,0.00010781875678062115,CMS3
PPP1R1B,4.490972,0.5470304,7.0898814980554714e-06,0.00010855396338133822,CMS3
INO80C,4.4893665,0.5793661,7.143525670404013e-06,0.0001091443219905762,CMS3
SPNS2,4.4839034,0.9889499,7.328987777275615e-06,0.00011150696545678324,CMS3
NME1,4.483368,0.57716584,7.3474011035786925e-06,0.00011155251476146916,CMS3
DKC1,4.479845,0.513952,7.469731036861863e-06,0.00011270024856345599,CMS3
ADAM8,4.4786406,1.8876628,7.511984761773529e-06,0.00011310188087211361,CMS3
AHSA1,4.477994,0.58767843,7.53477080519347e-06,0.0001133270257591937,CMS3
MEPCE,4.474114,0.76029706,7.672881130352725e-06,0.00011516485173762819,CMS3
WDR43,4.468606,0.511905,7.873097261408082e-06,0.0001176816573092082,CMS3
TAF13,4.4682045,1.2085524,7.887881533192779e-06,0.00011778096790894356,CMS3
FAM84B,4.467781,0.7122578,7.903515945855366e-06,0.00011789275486657864,CMS3
TIMP3,4.4661083,2.1835105,7.965520498666361e-06,0.00011845130122836957,CMS3
PLCXD1,4.4604,1.5793412,8.180684205438066e-06,0.00012102895681849014,CMS3
ANXA1,4.460177,0.60876226,8.189200777009805e-06,0.00012103120126920825,CMS3
MPLKIP,4.452729,0.53544843,8.478572828849373e-06,0.00012429226976760037,CMS3
FKBP14,4.447444,0.74300265,8.689805891234555e-06,0.00012687467350178886,CMS3
WSB2,4.44595,0.586565,8.750427545672166e-06,0.00012763098403057517,CMS3
FAM214B,4.440732,0.9805755,8.965337215789404e-06,0.00013024042587877197,CMS3
PHF11,4.43984,0.8709287,9.002575046587568e-06,0.00013049677025226664,CMS3
GK,4.4396615,0.80028933,9.010040326353885e-06,0.00013049677025226664,CMS3
ITPRIPL2,4.4390373,0.6876391,9.036215414581266e-06,0.00013074500083357633,CMS3
PPRC1,4.436428,0.65828747,9.146378108417897e-06,0.0001320747952601782,CMS3
NCBP2-AS2,4.4348006,0.60302687,9.215760931813435e-06,0.00013281159852829543,CMS3
NUCB2,4.432437,0.6398578,9.317404451464034e-06,0.00013374357639705665,CMS3
IGHG3,4.431054,1.3155953,9.377351834337767e-06,0.00013447066768189608,CMS3
B3GNT3,4.417496,0.56936353,9.985079446979626e-06,0.00014205910965422636,CMS3
URGCP,4.4123898,0.5422609,1.0223585931807032e-05,0.00014488253168199407,CMS3
WBP4,4.407105,0.847244,1.0476149079399995e-05,0.00014817145750717353,CMS3
NOC4L,4.4065475,0.7367716,1.0503135484806768e-05,0.00014840807356413,CMS3
PPIF,4.403604,0.5802985,1.0646727823574859e-05,0.0001497060300090424,CMS3
PDLIM2,4.4000134,1.2101538,1.0824405177728346e-05,0.00015146839314946948,CMS3
ASNS,4.3900013,1.6506124,1.1334996322908965e-05,0.00015830700945576237,CMS3
BET1,4.3885074,0.54629207,1.1413130915256243e-05,0.00015900319566519182,CMS3
C8orf76,4.377893,0.7337072,1.1983222583116748e-05,0.0001656019556400346,CMS3
C18orf32,4.37767,0.5902272,1.199548593818775e-05,0.00016561325003782305,CMS3
EXOSC6,4.376131,0.76467794,1.2080430120548315e-05,0.0001666270194606421,CMS3
ETV3,4.354501,1.1116083,1.3337037663661714e-05,0.00018208762860918054,CMS3
GGPS1,4.348168,0.9189732,1.372794225114541e-05,0.00018650666331626568,CMS3
EXOSC4,4.3460717,0.8458471,1.3859716128069492e-05,0.00018776800810584035,CMS3
RABAC1,4.3414783,0.6600627,1.4152728908969612e-05,0.00019102223375362063,CMS3
TMEM8A,4.3401847,0.635069,1.4236287673947559e-05,0.00019167215465074153,CMS3
CARS,4.3210745,0.7398252,1.552712530752503e-05,0.00020646804737433573,CMS3
CCDC167,4.320896,0.6887625,1.5539685091620127e-05,0.00020646804737433573,CMS3
YTHDF1,4.3106833,0.8022334,1.6275104756914354e-05,0.00021485811197791404,CMS3
VMA21,4.3101926,0.52283543,1.6311252738808753e-05,0.00021500812679227217,CMS3
FAM89B,4.2955194,0.67966753,1.74284656324418e-05,0.0002269779201042308,CMS3
RABIF,4.2942038,0.99714017,1.753212759709338e-05,0.00022791765876221395,CMS3
COL27A1,4.290391,1.3582017,1.783590073674574e-05,0.00023103639011636,CMS3
MFSD3,4.29019,0.99026483,1.785202691593889e-05,0.00023103844136558121,CMS3
OTUD6B-AS1,4.2881384,0.6864677,1.8017671049824154e-05,0.00023297380019651984,CMS3
DCTD,4.2873583,0.5598632,1.8081071505220953e-05,0.00023337647065927028,CMS3
GPR153,4.2836566,1.2358283,1.838467631290409e-05,0.0002363362305926833,CMS3
TMEM167B,4.2835674,0.67119026,1.8392051672358933e-05,0.0002363362305926833,CMS3
FBRSL1,4.282965,0.5374293,1.8441909121691524e-05,0.00023676662207786572,CMS3
PTP4A2,4.2649474,0.5280592,1.9994934135222414e-05,0.0002542238154679553,CMS3
HGSNAT,4.255693,0.74856323,2.0840233298774793e-05,0.0002633776358090298,CMS3
PTGDS,4.254422,1.8883152,2.0958958297137493e-05,0.0002645216201360763,CMS3
COG6,4.240686,1.1411113,2.2283787544554486e-05,0.00027891360033058726,CMS3
HAGHL,4.236226,1.4661435,2.2730802718094005e-05,0.00028401725779628856,CMS3
CARM1,4.233416,0.53343296,2.301679013234743e-05,0.0002870947727801163,CMS3
NOP16,4.2221107,0.5421222,2.420253257326015e-05,0.00029783652929253173,CMS3
FAM177B,4.2185426,0.55686975,2.4588641520975294e-05,0.00030124729396019607,CMS3
F3,4.212098,0.6379692,2.530094760100632e-05,0.00030918869158695985,CMS3
RNF6,4.2015505,0.7401862,2.6509286709838847e-05,0.0003220511078124755,CMS3
PPP1R14D,4.198986,0.5682962,2.681125568427276e-05,0.00032490122152072245,CMS3
RAB27A,4.195485,0.5714599,2.7228793621278928e-05,0.00032895636166829236,CMS3
USP12,4.194816,0.5007072,2.7309278374919665e-05,0.0003295562542174417,CMS3
ADCK5,4.1945043,0.80245924,2.7346915292698037e-05,0.0003297354311417066,CMS3
ZNF121,4.188974,0.56274396,2.802185748823836e-05,0.0003373113610626629,CMS3
PRR7,4.1782928,1.4357616,2.9370563132741188e-05,0.0003500516292978849,CMS3
SLC4A11,4.177802,1.3410292,2.9433966576497573e-05,0.00035023031446985476,CMS3
IMPAD1,4.1757283,0.69289476,2.9703430438763344e-05,0.0003525668047731475,CMS3
CRCP,4.1656046,0.5769804,3.1052882435192334e-05,0.0003664797356890684,CMS3
MZT1,4.1613007,0.5651169,3.164402059271281e-05,0.0003723508114393766,CMS3
SFTA2,4.1557703,3.8952157,3.2419325190718845e-05,0.00038074287027963557,CMS3
LYAR,4.13055,1.2973381,3.6189636671331854e-05,0.0004202470730317019,CMS3
MRPL28,4.1264024,0.5922513,3.684823622417447e-05,0.0004265257039420643,CMS3
CEACAM7,4.1171703,0.85994333,3.835523656248102e-05,0.0004425533634948468,CMS3
NOP2,4.1159215,0.6584047,3.856351839479455e-05,0.0004440234126389702,CMS3
PAN3,4.1130004,0.5208987,3.905495016641588e-05,0.00044883723110236007,CMS3
EGFR,4.1120415,1.008253,3.9217551460215695e-05,0.0004490451316796559,CMS3
ANKRD9,4.1119747,0.56150866,3.922891968116183e-05,0.0004490451316796559,CMS3
BTBD16,4.1082287,4.921219,3.9870555494565314e-05,0.0004535275687506804,CMS3
ETFDH,4.104973,0.75588226,4.043624450118471e-05,0.0004585203931721329,CMS3
ZNRF1,4.1022077,0.9908216,4.092266593985688e-05,0.000462947657141352,CMS3
MTA1,4.0953617,0.56501436,4.2150952664534615e-05,0.00047461644677288043,CMS3
ANXA13,4.09108,0.6501555,4.2936824025357006e-05,0.0004815914006378996,CMS3
ALDH1A1,4.088003,0.5809703,4.351023305838837e-05,0.00048726746294258617,CMS3
SYS1,4.0835433,0.52866596,4.4354167149531516e-05,0.0004941367823200961,CMS3
SLPI,4.0834985,0.5147093,4.436268437582452e-05,0.0004941367823200961,CMS3
STK17B,4.081447,0.65714705,4.475615803109204e-05,0.0004974663175107545,CMS3
TPRG1L,4.080912,0.9119921,4.485934639111248e-05,0.0004981349830644715,CMS3
PKP1,4.08002,4.5662594,4.503182858101272e-05,0.0004996668157505161,CMS3
CPSF1,4.076006,0.53700274,4.5815811611773096e-05,0.0005070540762204485,CMS3
LINC00261,4.0752926,1.9829929,4.5956534516144784e-05,0.000507591677797022,CMS3
KPNA3,4.068915,0.900615,4.723257725456443e-05,0.0005185190897543952,CMS3
C16orf45,4.063162,2.3054342,4.84124504281838e-05,0.0005278671780296846,CMS3
HRASLS2,4.04559,5.1817746,5.219150836880939e-05,0.0005627115756991827,CMS3
ARL8A,4.0450325,0.6077233,5.231586079726028e-05,0.0005636323081724191,CMS3
DNAJB9,4.0444083,0.85095483,5.245546883320085e-05,0.0005644034637513378,CMS3
PSTPIP2,4.0383205,1.1939114,5.383527463008752e-05,0.000576305263974588,CMS3
TMEM189,4.0205035,0.5074764,5.8073913674868393e-05,0.000615758328631283,CMS3
KREMEN2,4.0181174,3.0765245,5.866497497872169e-05,0.0006200317917948314,CMS3
RAP2A,4.0155306,0.5389648,5.9312185804447746e-05,0.000624886353421316,CMS3
NEK3,4.0079045,1.1090409,6.125992374788694e-05,0.0006413674650565675,CMS3
LAMTOR5,3.9953275,0.5012983,6.460486143814924e-05,0.0006667387590218127,CMS3
RAB9A,3.9943242,0.6048945,6.487906249713774e-05,0.0006686147829566139,CMS3
MAGEA12,3.9939005,23.469826,6.49951666845449e-05,0.0006693345670880285,CMS3
SIK1,3.9876566,2.9644861,6.672914292846281e-05,0.000683784680617513,CMS3
ZNF790,3.985382,2.9583821,6.737161470243517e-05,0.000689391720742245,CMS3
SMAD7,3.9838212,1.1844437,6.781590885603623e-05,0.0006929578991793702,CMS3
HLA-G,3.9809668,2.8029675,6.863551135424537e-05,0.0007003435922317182,CMS3
RDH10,3.976061,0.54742336,7.006614249749196e-05,0.0007121292744261839,CMS3
ZFPM1,3.9724486,0.7092544,7.113759336949297e-05,0.0007212963128683908,CMS3
ZFAND1,3.9699733,0.6988459,7.188066387216276e-05,0.000726793379151868,CMS3
UTP23,3.9693267,0.77007693,7.207600563760367e-05,0.000728228225921979,CMS3
CHPF2,3.961388,0.64098,7.45152775425391e-05,0.0007461325610816596,CMS3
SLC12A9,3.960719,0.6411631,7.472436231388897e-05,0.0007477087125308849,CMS3
BMP2K,3.9574413,1.2280354,7.57569222673576e-05,0.0007549083390402184,CMS3
KHDRBS3,3.9564154,1.2639556,7.608279809053778e-05,0.0007565924436920902,CMS3
TSNAX,3.9544308,1.1601763,7.671706379298328e-05,0.0007623758214427714,CMS3
OSTC,3.9491906,0.61656547,7.841592555331026e-05,0.0007776559471081879,CMS3
BHLHE41,3.9459126,0.6121595,7.949663490618358e-05,0.0007859734528836957,CMS3
PLA2G16,3.9407837,0.7865905,8.121583321694894e-05,0.0008004849392479797,CMS3
HIST1H2BD,3.931262,0.94972825,8.450114293675237e-05,0.0008279444147666618,CMS3
MRPL1,3.9278948,0.54751396,8.569269135737739e-05,0.0008377618589526307,CMS3
TWISTNB,3.9148943,0.95760363,9.044381366533266e-05,0.0008765114132107826,CMS3
ABL2,3.9018939,0.56833875,9.544300167193509e-05,0.0009188055829615628,CMS3
PRKRIP1,3.8973448,0.5637821,9.725309186525081e-05,0.0009332984476631153,CMS3
EMP3,3.8973002,1.0001662,9.727099724072001e-05,0.0009332984476631153,CMS3
LIN7C,3.8953824,0.53435373,9.804387948223253e-05,0.0009400907171825198,CMS3
LINC01003,3.892885,1.2530956,9.905911813815781e-05,0.0009491962783715268,CMS3
RMND5A,3.8922606,0.72200817,9.931447409733964e-05,0.0009503843424037084,CMS3
B4GALT2,3.8859944,0.97714573,0.00010191179662239776,0.0009733081091283652,CMS3
NUDT15,3.8749342,0.64912176,0.00010665354467512472,0.0010107745810505396,CMS3
PCAT1,3.8687572,2.802998,0.0001093914830747965,0.0010297887889454981,CMS3
ACHE,3.86791,0.7549558,0.00010977221654556568,0.0010327010410908905,CMS3
KIAA1549,3.864119,1.118201,0.00011149085596546929,0.0010446896621863952,CMS3
HOXA9,3.8639853,0.5290666,0.0001115519751246099,0.0010446896621863952,CMS3
KCP,3.8496692,0.69313264,0.00011827749266117736,0.0010984319905741817,CMS3
NPM3,3.8473947,0.99659264,0.00011938060660860835,0.0011079653605002913,CMS3
ATP11A,3.8460343,0.57626486,0.00012004493997010359,0.00111300721863273,CMS3
